NEIGHBOURHOOD_ID,neighbourhood_name,TOT_HOSPITALIZED,TOT_IN_ICU,TOT_INTUBATED,ACTIVE_CASES,FATAL_CASES,RESOLVED_CASES,TOTAL_CASES,INFECT_CLOSE_CONT,INFECT_OB_CONGR,INFECT_OB_HEALTH,INFECT_OB_OTHER,INFECT_NO_INFO,INFECT_COMMUNITY,INFECT_TRAVEL,INFECT_PENDING,P_FATALITY_RATE,P_Hospital_RATE,P_ICU_RATE,P_INFECT_CLOSE_CONT,P_INFECT_OB_CONGR,P_INFECT_OB_HEALTH,P_INFECT_OB_OTHER,P_INFECT_NO_INFO,P_INFECT_COMMUNITY,P_INFECT_TRAVEL,P_INFECT_PENDING,NBH_NIA_IND,NBH_SH_UNITS,NBH_SH_RGI,AGE1_0_to_14,AGE1_15_to_24,AGE1_25_to_54,AGE1_55_to_64,AGE1_65_to_84,AGE1_85_up,COMM_Vehicle_Driver,COMM_Vehicle_PASs,COMM_Public_Transit,COMM_Walk,COMM_Bicycle,COMM_Other,COMM_Tot,EDU_Tot,EDU_None,EDU_HS_Lower,EDU_High_School,EDU_College_Trades,EDU_University,DWEL_SD_House,DWEL_Apart,DWEL_Attached,DWEL_Movable,INCHH_Under_25000,INCHH_25000_50000,INCHH_50000_99999,INCHH_Over_100000,INCHH_25000_99999,INCIND_Pop_with_amount,INCIND_Population_15up,P_INCIND_Total_Avg,INCIND_pop_low_inc,P_INCIND_pop_low_inc,HH_1_Person,HH_2_Persons,HH_3_Persons,HH_4_Persons,HH_5_Persons,P_HH_Avg_Size,HH_Tot,IMM_Before_1981,IMM_1981_2000,IMM_2001_2016,IMM_Non_Imm,IMM_Non_Perm_res,IMM_No,IMM_Yes,IND_Cat_11,IND_Cat_21,IND_Cat_22,IND_Cat_23,IND_Cat_31,IND_Cat_41,IND_Cat_44,IND_Cat_48,IND_Cat_51,IND_Cat_52,IND_Cat_53,IND_Cat_54,IND_Cat_55,IND_Cat_56,IND_Cat_61,IND_Cat_62,IND_Cat_71,IND_Cat_72,IND_Cat_81,IND_Cat_91,IND_Tot,IND_Ess_Yes,IND_Ess_NO,OCC_NA,OCC_Cat_0,OCC_Cat_1,OCC_Cat_2,OCC_Cat_3,OCC_Cat_4,OCC_Cat_5,OCC_Cat_6,OCC_Cat_7,OCC_Cat_8,OCC_Cat_9,OCC_Tot,OCC_Ess_No,OCC_Ess_Yes,VM_Black,VM_South_ASian,VM_EASt_ASian,VM_SOUTheASt_ASian,VM_West_ASian,VM_Latin_American,VM_Multiple,VM_Not_Vismin,VM_Other,VM_Mult_Oth,VM_No,VM_Yes,POP_population,POP_land_area,POP_density,AGE_00_to_19,AGE_20_to_39,AGE_40_to_64,AGE_65_UP,P_AGE1_0_to_14,P_AGE1_15_to_24,P_AGE1_25_to_54,P_AGE1_55_to_64,P_AGE1_65_to_84,P_AGE1_85_UP,P_AGE_00_to_19,P_AGE_20_to_39,P_AGE_40_to_64,P_AGE_65_up,P_COMM_Bicycle,P_COMM_Other,P_COMM_Public_Transit,P_COMM_Vehicle_Driver,P_COMM_Vehicle_PASs,P_COMM_Walk,P_DWEL_Apart,P_DWEL_Attached,P_DWEL_Movable,P_DWEL_SD_House,P_EDU_College_Trades,P_EDU_High_School,P_EDU_HS_Lower,P_EDU_None,P_EDU_University,P_HH_1_Person,P_HH_2_Persons,P_HH_3_Persons,P_HH_4_Persons,P_HH_5_Persons,P_IMM_1981_2000,P_IMM_2001_2016,P_IMM_Before_1981,P_IMM_Non_Imm,P_IMM_1Non_Perm_Res,P_IMM_Yes,P_IMM_No,P_INC_25000_50000,P_INC_50000_99999,P_INC_Over_100000,P_INC_Under_25000,P_INC_25000_99999,P_IND_Cat_11,P_IND_Cat_21,P_IND_Cat_22,P_IND_Cat_23,P_IND_Cat_31,P_IND_Cat_41,P_IND_Cat_44,P_IND_Cat_48,P_IND_Cat_51,P_IND_Cat_52,P_IND_Cat_53,P_IND_Cat_54,P_IND_Cat_55,P_IND_Cat_56,P_IND_Cat_61,P_IND_Cat_62,P_IND_Cat_71,P_IND_Cat_72,P_IND_Cat_81,P_IND_Cat_91,P_IND_Ess_Yes,P_IND_Ess_No,P_NBH_SH_UNITS,NIA_IND,P_OCC_0,P_OCC_1,P_OCC_2,P_OCC_3,P_OCC_4,P_OCC_5,P_OCC_6,P_OCC_7,P_OCC_8,P_OCC_9,P_OCC_NA,P_OCC_Ess_Yes,P_OCC_Ess_No,P_VM_Black,P_VM_EASt_ASian,P_VM_Latin_American,P_VM_Multiple,P_VM_Not_Vismin,P_VM_Other,P_VM_SOUTh_ASian,P_VM_SOUTheASt_ASian,P_VM_West_ASian,P_VM_No,P_VM_Yes,P_VM_Mult_Oth,INFECTION_RATE
78,Kensington-Chinatown,33,4,2,16,37,362,415,25,4,71,9,129,106,11,6,0.0891566265,0.0795180723,0.0096385542,0.0602409639,0.0096385542,0.1710843373,0.021686747,0.3108433735,0.2554216867,0.0265060241,0.0144578313,0,2064,1643,"1,315","3,350","8,760","1,795","2,705",480,"1,100",165,"2,245","3,840",940,120,"8,405","10,335","1,330",3360,"2,030",1715,5260,70,"4,630","4,045",0,2880,1905,2280,1680,4185,"15,740","16,150","37,422","6,100",35,"4,095","2,580",990,570,485,2,"8,740","1,815",3020,2790,"8,570","1,270",9840,7625,25,10,35,240,340,170,"1,060",190,650,705,175,"1,455",30,370,925,845,430,"1,410",430,355,"9,820",4885,4965,295,920,"1,625",800,600,"1,245","1,075","2,935",390,55,190,"10,105",5665,4465,880,760,6625,1030,495,315,265,"6,940",135,530,"6,940",10505,"17,945",2,"11,806",2060,8465,4720,2685,0.073279465,0.1866815269,0.4881582614,0.1000278629,0.1507383672,0.0267483979,0.1147952076,0.4717191418,0.2630259125,0.1496238507,0.1118381916,0.0142772159,0.2671029149,0.1308744795,0.0196311719,0.4568709102,0.5297482838,0.4628146453,0,0.0080091533,0.1659409773,0.1964199323,0.3251088534,0.1286889211,0.5089501693,0.4685354691,0.295194508,0.1132723112,0.0652173913,0.0554919908,0.1682920033,0.1554750627,0.1011423795,0.4775703539,0.0707718027,0.4249094455,0.5483421566,0.2179633867,0.2608695652,0.1922196796,0.3295194508,0.4788329519,0.0025458248,0.0010183299,0.0035641548,0.0244399185,0.0346232179,0.017311609,0.1079429735,0.0193482688,0.066191446,0.0717922607,0.0178207739,0.1481670061,0.0030549898,0.0376782077,0.0941955193,0.0860488798,0.0437881874,0.1435845214,0.0437881874,0.0361507128,0.4974541752,0.5056008147,0.0229969583,0,0.0910440376,0.1608114795,0.0791687284,0.0593765463,0.1232063335,0.1063829787,0.2904502721,0.0385947551,0.0054428501,0.018802573,0.0291934686,0.4418604651,0.5606135576,0.0490387295,0.3691836166,0.0175536361,0.0147673447,0.3867372527,0.0075229869,0.04235163,0.0573976038,0.0275842853,0.3867372527,0.5853998328,0.0295346893,0.023
79,University,12,0,0,9,9,174,192,11,1,51,3,66,36,0,3,0.046875,0.0625,0,0.0572916667,0.0052083333,0.265625,0.015625,0.34375,0.1875,0,0.015625,0,326,144,565,"1,485","3,590",650,"1,320",305,585,90,"1,260",950,555,65,"3,505","3,960",155,640,485,535,2810,125,"1,125","2,140",0,895,640,850,1015,1490,"5,985","6,175","50,757","1,765",26,"1,445","1,150",450,240,115,2,"3,395",815,530,670,"4,040",625,4665,2015,20,10,10,180,105,115,305,100,300,260,80,660,0,135,780,290,225,380,190,145,"4,265",1685,2605,150,535,650,400,115,995,550,815,180,0,25,"4,405",3130,1285,180,395,1105,220,80,120,80,"4,470",20,160,"4,470",2200,"7,607",1,"5,395",900,3625,1770,1330,0.0742736953,0.1952149336,0.4719337452,0.085447614,0.1735243854,0.0400946497,0.118312081,0.4765347706,0.2326804259,0.1748389641,0.1583452211,0.0185449358,0.3594864479,0.1669044223,0.0256776034,0.2710413695,0.3313696613,0.6303387334,0,0.0368188513,0.1351010101,0.1224747475,0.1616161616,0.0391414141,0.7095959596,0.4256259205,0.3387334315,0.1325478645,0.0706921944,0.0338733432,0.0696726699,0.0880767714,0.1071381622,0.5310897857,0.0821611673,0.2648876035,0.6132509531,0.1885125184,0.2503681885,0.2989690722,0.263622975,0.4388807069,0.0046893318,0.0023446659,0.0023446659,0.0422039859,0.0246189918,0.0269636577,0.0715123095,0.0234466589,0.0703399766,0.060961313,0.0187573271,0.1547479484,0,0.0316529894,0.182883939,0.0679953107,0.0527549824,0.0890973036,0.0445486518,0.0339976553,0.3950762016,0.6107854631,0.0036322715,0,0.1214528944,0.1475595914,0.0908059024,0.0261066969,0.2258796822,0.1248581158,0.1850170261,0.0408626561,0,0.0056753689,0.0340522134,0.2917139614,0.7105561862,0.0236624162,0.1452609439,0.0157749441,0.0105166294,0.5876166689,0.0026291574,0.0519258578,0.0289207309,0.0105166294,0.5876166689,0.2892073091,0.0210332588,0.025
80,Palmerston-Little Italy,10,2,1,7,4,178,189,30,0,12,7,51,60,8,1,0.0211640212,0.0529100529,0.0105820106,0.1587301587,0,0.0634920635,0.037037037,0.2698412698,0.3174603175,0.0423280423,0.0052910053,0,169,156,"1,280","1,465","7,845","1,260","1,960",290,"1,755",175,"2,775","1,390","1,470",135,"7,710","9,070",475,2030,"1,555",1500,5525,355,310,"5,670",0,1070,1245,1825,2215,3070,"12,250","12,500","58,071","2,440",18,"2,235","2,225",945,595,335,2,"6,330","2,115",1085,895,"9,225",435,9660,4095,30,0,25,305,260,195,670,190,845,490,215,"1,500",40,295,"1,115",750,495,960,350,385,"9,095",3780,5335,175,"1,160","1,360",630,405,"1,655","1,380","1,915",420,50,135,"9,275",6185,3100,330,395,1460,180,130,240,140,"10,810",75,280,"10,810",2950,"13,826",1,"9,601",1680,6420,3775,1945,0.0925791986,0.1059597859,0.567409229,0.0911326486,0.1417618979,0.0209749747,0.1215101982,0.464342543,0.2730363084,0.1406769854,0.1906614786,0.0175097276,0.359922179,0.2276264591,0.0226977951,0.1802853437,0.0489731438,0.8957345972,0,0.0560821485,0.1653803749,0.1714443219,0.223814774,0.052370452,0.6091510474,0.3530805687,0.3515007899,0.1492890995,0.0939968404,0.0529225908,0.0784753363,0.0647331115,0.1529726602,0.6672211775,0.031462462,0.2961811081,0.6986836395,0.1966824645,0.2883096367,0.3499210111,0.1690363349,0.4849921011,0.0032985157,0,0.0027487631,0.0335349093,0.0285871358,0.0214403518,0.0736668499,0.0208905992,0.0929081913,0.0538757559,0.0236393623,0.1649257834,0.0043980209,0.0324354041,0.1225948323,0.0824628917,0.0544255085,0.1055525014,0.0384826828,0.0423309511,0.4156129742,0.5865860363,0.0018829874,0,0.1250673854,0.1466307278,0.0679245283,0.0436657682,0.1784366577,0.148787062,0.2064690027,0.0452830189,0.0053908356,0.0145552561,0.0188679245,0.3342318059,0.6668463612,0.0238680746,0.1055981484,0.0173585997,0.0101258498,0.7818602633,0.0054245624,0.0285693621,0.0130189498,0.0094025749,0.7818602633,0.2133661218,0.0202516997,0.014
81,Trinity-Bellwoods,25,3,1,25,1,285,311,19,7,31,12,88,95,7,5,0.0032154341,0.0803858521,0.0096463023,0.0610932476,0.0225080386,0.0996784566,0.038585209,0.2829581994,0.3054662379,0.0225080386,0.0160771704,0,250,169,"1,745","1,630","9,210","1,625","2,350",330,"2,075",315,"2,605","1,760","1,380",125,"8,255","10,645","1,280",3410,"2,130",1840,5410,385,295,"6,240",0,1060,1355,2045,2455,3400,"14,180","14,480","50,694","2,860",18,"2,155","2,350","1,145",755,495,2,"6,915","2,560",1860,1370,"9,830",600,10430,5790,35,35,20,415,425,200,785,215,725,520,225,"1,680",15,430,805,800,590,"1,145",455,385,"9,925",4670,5235,130,"1,265","1,555",745,370,"1,375","1,435","2,395",495,50,235,"10,055",6375,3675,320,280,3370,305,115,190,160,"11,410",65,320,"11,410",4805,"16,556",2,"9,570",2235,6995,4990,2340,0.105399855,0.0984537328,0.5562937908,0.0981517275,0.1419424982,0.0199323508,0.1349963759,0.4225054361,0.3014013047,0.1413384876,0.1671714113,0.015142338,0.3155663234,0.2513628104,0.0381586917,0.2132041187,0.0426608821,0.9023861171,0,0.0556760665,0.1728511038,0.2000939408,0.3203381869,0.1202442461,0.5082198215,0.3116413594,0.3398409255,0.165582068,0.1091829356,0.0715835141,0.1123459773,0.0827494564,0.1546267214,0.5937424499,0.0362406378,0.3497221551,0.6299830877,0.1959508315,0.2957339118,0.3550253073,0.1532899494,0.4916847433,0.0035264484,0.0035264484,0.0020151134,0.041813602,0.0428211587,0.0201511335,0.079093199,0.0216624685,0.0730478589,0.0523929471,0.0226700252,0.1692695214,0.001511335,0.043324937,0.0811083123,0.080604534,0.0594458438,0.1153652393,0.0458438287,0.038790932,0.4705289673,0.5274559194,0.0027854843,0,0.1258080557,0.1546494281,0.0740924913,0.0367976131,0.1367478866,0.1427150671,0.2381899552,0.0492292392,0.0049726504,0.023371457,0.0129288911,0.3654898061,0.6340129289,0.0193283402,0.2035515825,0.011476202,0.0096641701,0.6891761295,0.0039260691,0.0169122977,0.0184223242,0.0069461223,0.6891761295,0.290227108,0.0193283402,0.019
82,Niagara,25,7,5,22,6,505,533,69,4,42,20,173,138,21,3,0.0112570356,0.0469043152,0.0131332083,0.1294559099,0.0075046904,0.0787992495,0.0375234522,0.3245778612,0.2589118199,0.0393996248,0.0056285178,0,939,475,"2,055","2,415","23,320","1,885","1,510",95,"6,820",640,"6,965","5,070","1,330",285,"21,125","24,630",665,3315,"2,650",4995,16325,35,"15,645","3,100",0,2470,2835,6680,6795,9515,"27,940","28,395","70,623","4,040",13,"10,090","6,640","1,380",505,165,2,"18,780","1,595",3855,3540,"20,255","1,185",21440,8990,10,70,115,635,"1,000","1,035","1,675",600,"2,075","2,845",730,"5,315",140,705,"1,355","1,770",930,"1,700",760,860,"24,340",8845,15480,255,"4,820","5,170","2,595","1,240","2,850","2,525","4,270",700,35,140,"24,595",17960,6640,"1,635","2,210",2915,1145,855,"1,005",610,"19,765",295,1220,"19,765",10670,"31,180",3,"10,156",2450,19815,7415,1495,0.0659076331,0.0774534958,0.7479153303,0.0604554201,0.0484284798,0.0030468249,0.0785760103,0.6355035279,0.2378127004,0.0479474022,0.0629585799,0.0134911243,0.329704142,0.3228402367,0.030295858,0.24,0.8330670927,0.1650692226,0,0.0018636848,0.2028014616,0.107592367,0.134591961,0.026999594,0.6628095818,0.5372736954,0.3535676251,0.0734824281,0.0268903088,0.0087859425,0.1236369468,0.1135343169,0.0511545863,0.6496151379,0.0380051315,0.2883258499,0.6876202694,0.1509584665,0.3556975506,0.3618210863,0.1315228967,0.506656017,0.0004108463,0.0028759244,0.0047247329,0.0260887428,0.0410846343,0.0425225965,0.0688167625,0.0246507806,0.0852506163,0.1168857847,0.0299917831,0.2183648316,0.0057518488,0.0289646672,0.0556696795,0.0727198028,0.0382087099,0.0698438784,0.0312243221,0.0353327855,0.3633935908,0.6359901397,0.010462279,0,0.1959747916,0.2102053263,0.1055092498,0.0504167514,0.1158772108,0.1026631429,0.1736125229,0.0284610693,0.0014230535,0.0056922139,0.010367961,0.2699735719,0.7302297215,0.0524374599,0.0934894163,0.0322322001,0.019563823,0.6338999359,0.0094611931,0.0708787684,0.0367222579,0.027421424,0.6338999359,0.3422065427,0.0391276459,0.017
83,Dufferin Grove,20,1,2,17,9,272,298,27,0,40,13,84,96,11,4,0.0302013423,0.067114094,0.0033557047,0.0906040268,0,0.1342281879,0.0436241611,0.2818791946,0.322147651,0.0369127517,0.0134228188,0,166,103,"1,285","1,065","6,680","1,235","1,515",175,"1,655",185,"3,010",600,775,80,"6,295","7,860","1,025",2430,"1,405",1640,3785,310,"1,335","3,795",0,980,1345,1710,1380,3055,"10,165","10,425","40,588","2,115",18,"2,015","1,840",775,510,290,2,"5,435","1,675",1535,1185,"6,785",535,7320,4395,10,0,20,495,375,175,570,205,765,375,185,840,20,425,665,635,355,770,295,255,"7,445",3770,3665,125,790,"1,090",450,310,"1,015","1,010","1,870",665,50,195,"7,555",4355,3215,595,665,1025,405,135,490,165,"8,080",150,330,"8,080",3630,"11,785",1,"8,540",1650,5090,3530,1510,0.1090369113,0.0903691133,0.5668222317,0.10479423,0.1285532457,0.0148493848,0.1400084854,0.4319049639,0.299533305,0.1281289775,0.1231135822,0.0127084988,0.4781572677,0.2629070691,0.0293884035,0.0953137411,0.2456301748,0.6982520699,0,0.0570377185,0.2086513995,0.1787531807,0.3091603053,0.1304071247,0.4815521628,0.3707451702,0.3385464581,0.1425942962,0.0938362466,0.0533578657,0.1302503182,0.1005515486,0.1421298261,0.5757318625,0.0453966907,0.3729316928,0.6211285532,0.2474701012,0.3146274149,0.2539098436,0.1803127875,0.5620975161,0.0013431833,0,0.0026863667,0.0664875756,0.0503693754,0.0235057085,0.0765614506,0.0275352586,0.1027535259,0.0503693754,0.0248488919,0.1128274009,0.0026863667,0.0570852921,0.0893216924,0.0852921424,0.0476830087,0.1034251175,0.0396239087,0.0342511753,0.5063801209,0.4922766958,0.0018495616,0,0.1045665122,0.1442753144,0.0595632032,0.0410324289,0.1343481138,0.1336863005,0.2475181999,0.088021178,0.0066181337,0.0258107214,0.0165453342,0.425545996,0.5764394441,0.0504879084,0.0869749682,0.0415782775,0.0140008485,0.6856173101,0.0127280441,0.0564276623,0.0343657191,0.0114552397,0.6856173101,0.3080186678,0.0280016971,0.025
84,Little Portugal,36,6,2,22,19,373,414,34,26,73,7,119,93,10,5,0.0458937198,0.0869565217,0.0144927536,0.0821256039,0.0628019324,0.1763285024,0.0169082126,0.2874396135,0.2246376812,0.0241545894,0.0120772947,0,529,247,"1,400","1,605","9,385","1,325","1,855",255,"2,555",275,"3,450","1,335","1,260",90,"8,965","10,595","1,145",3095,"1,950",2010,5495,270,"2,955","4,205",0,1190,1560,2590,2095,4150,"13,375","13,655","45,737","2,515",17,"2,925","2,710",945,560,285,2,"7,425","1,855",1720,1260,"9,720",490,10210,4835,25,0,20,530,570,195,945,240,"1,005",555,205,"1,750",45,470,840,730,570,"1,125",400,290,"10,515",5010,5500,130,"1,410","1,650",780,335,"1,230","1,630","2,610",610,25,220,"10,650",6700,3930,640,445,1735,515,140,455,245,"10,790",95,490,"10,790",4270,"15,559",1,"12,859",1815,7905,4000,1855,0.0899800758,0.1031557298,0.6031878655,0.0851597146,0.1192236005,0.0163892281,0.1166527412,0.5080660711,0.257085931,0.1192236005,0.14054657,0.0100390407,0.384829894,0.2849972114,0.0306748466,0.1489124373,0.397979798,0.5663299663,0,0.0363636364,0.1897121284,0.1840490798,0.292118924,0.1080698443,0.5186408683,0.3939393939,0.364983165,0.1272727273,0.0754208754,0.0383838384,0.1105469503,0.0809820683,0.1192236005,0.6247188123,0.0314930265,0.3107526191,0.6562118388,0.2101010101,0.3488215488,0.2821548822,0.1602693603,0.5589225589,0.0023775559,0,0.0019020447,0.0504041845,0.0542082739,0.0185449358,0.089871612,0.0228245364,0.0955777461,0.0527817404,0.0194959582,0.1664289111,0.0042796006,0.0446980504,0.0798858773,0.0694246315,0.0542082739,0.1069900143,0.038040894,0.0275796481,0.4764621969,0.523062292,0.0058940847,0,0.1323943662,0.1549295775,0.0732394366,0.0314553991,0.1154929577,0.1530516432,0.2450704225,0.0572769953,0.0023474178,0.020657277,0.0122065728,0.3690140845,0.6291079812,0.041133749,0.1115110226,0.0292435246,0.0157465133,0.6934892988,0.0061057909,0.0286008098,0.0330998136,0.0089980076,0.6934892988,0.2744392313,0.0314930265,0.027
85,South Parkdale,103,7,5,32,62,732,826,41,6,305,25,181,172,5,13,0.0750605327,0.1246973366,0.0084745763,0.0496368039,0.0072639225,0.3692493947,0.0302663438,0.2191283293,0.2082324455,0.0060532688,0.0157384988,1,1600,1011,"2,115","2,275","12,440","2,475","2,540",360,"2,610",225,"5,785","1,305","1,145",120,"11,180","14,260","1,895",4935,"3,040",3885,5455,200,"7,170","4,015",5,3485,3215,3170,1490,6385,"17,960","18,585","35,207","5,605",27,"5,835","3,360","1,165",680,350,2,"11,390","1,590",3030,4300,"11,025",705,11730,8920,10,10,50,580,610,340,"1,400",405,910,600,355,"1,305",25,755,605,"1,280",600,"1,935",610,340,"12,725",7575,5150,395,"1,345","1,940",780,760,"1,115","1,385","4,115",925,50,320,"13,135",6565,6565,"2,105","1,830",840,2185,310,515,535,"10,730","1,600",1070,"10,730",9920,"21,849",2,"9,583",2850,9400,7085,2545,0.0968007689,0.1041237585,0.5693624422,0.1132774955,0.1162524601,0.0164767266,0.1304407524,0.4302256396,0.3242711337,0.1164813035,0.1024150268,0.0107334526,0.5174418605,0.2334525939,0.0201252236,0.116726297,0.629499561,0.3525021949,0.0004389816,0.0175592625,0.2724403927,0.2131837307,0.3460729313,0.1328892006,0.3825385694,0.5122914838,0.2949956102,0.1022827041,0.0597014925,0.0307287094,0.1386791157,0.1968053458,0.0727722093,0.5045997528,0.032266923,0.4082566708,0.5368666758,0.2822651449,0.2783143108,0.1308165057,0.3059701493,0.5605794557,0.0007858546,0.0007858546,0.0039292731,0.0455795678,0.0479371316,0.026719057,0.1100196464,0.031827112,0.0715127701,0.047151277,0.0278978389,0.1025540275,0.0019646365,0.0593320236,0.0475442043,0.100589391,0.047151277,0.1520628684,0.0479371316,0.026719057,0.5952848723,0.4047151277,0.0178270994,1,0.1023981728,0.1476969928,0.059383327,0.0578606776,0.0848877046,0.1054434716,0.3132851161,0.0704225352,0.0038066235,0.0243623906,0.0300723258,0.4998096688,0.4998096688,0.0963430821,0.0384456955,0.0235708728,0.0244862465,0.4910979908,0.0732298961,0.0837566937,0.1000045769,0.0141882924,0.4910979908,0.4540253559,0.048972493,0.038
86,Roncesvalles,18,4,2,2,5,243,250,18,2,18,10,110,58,9,2,0.02,0.072,0.016,0.072,0.008,0.072,0.04,0.44,0.232,0.036,0.008,0,511,470,"2,300","1,305","7,990","1,690","1,680",185,"2,340",195,"2,845",715,"1,075",140,"7,310","9,620",860,2625,"1,765",1840,5155,675,"1,720","4,485",20,1575,1315,1880,2155,3195,"12,165","12,580","50,580","2,870",19,"2,705","2,095",925,805,370,2,"6,885","1,565",1475,1340,"10,080",390,10470,4380,20,10,30,410,395,225,620,225,860,360,175,"1,255",35,280,960,690,480,940,445,390,"8,840",4005,4800,175,"1,315","1,220",580,335,"1,365","1,435","1,825",490,75,220,"9,020",5915,3120,770,835,725,615,90,290,180,"11,080",295,360,"11,080",3800,"14,974",2,"9,851",2910,5040,5320,1680,0.1535995726,0.0871510618,0.5335915587,0.1128622946,0.1121944704,0.0123547482,0.1943368505,0.3365834112,0.3552824896,0.1121944704,0.1470588235,0.0191518468,0.3891928865,0.3201094391,0.0266757866,0.0978112175,0.2498184459,0.651416122,0.0029048656,0.0980392157,0.1912681913,0.1834719335,0.2728690229,0.0893970894,0.5358627859,0.3928830792,0.3042846768,0.1343500363,0.1169208424,0.0537400145,0.0985040737,0.0894884466,0.1045144918,0.6731668225,0.0260451449,0.2925070122,0.6992119674,0.1909949165,0.2730573711,0.3129992738,0.2287581699,0.4640522876,0.0022624434,0.0011312217,0.0033936652,0.0463800905,0.0446832579,0.0254524887,0.0701357466,0.0254524887,0.0972850679,0.0407239819,0.0197963801,0.1419683258,0.003959276,0.0316742081,0.1085972851,0.0780542986,0.0542986425,0.1063348416,0.0503393665,0.0441176471,0.4530542986,0.5429864253,0.0056935299,0,0.1457871397,0.1352549889,0.0643015521,0.0371396896,0.1513303769,0.1590909091,0.2023281596,0.0543237251,0.0083148559,0.0243902439,0.0194013304,0.3458980044,0.6557649667,0.0514224656,0.0484172566,0.0193669026,0.0120208361,0.7399492454,0.0197008147,0.0557633231,0.0410711901,0.0060104181,0.7399492454,0.2537732069,0.0240416722,0.017
87,High Park-Swansea,53,8,3,14,36,416,466,35,1,119,33,112,102,8,8,0.0772532189,0.1137339056,0.017167382,0.0751072961,0.0021459227,0.2553648069,0.0708154506,0.2403433476,0.2188841202,0.017167382,0.017167382,0,300,232,"3,540","2,125","11,570","2,870","3,800",755,"5,310",345,"4,725",620,810,130,"11,935","14,395",440,2305,"1,865",2775,9340,"2,655","3,585","4,635",0,1405,1785,3225,4465,5010,"19,200","19,810","71,204","2,425",10,"4,200","3,410","1,450","1,300",520,2,"10,880","2,615",2295,1650,"16,315",470,16785,6560,10,20,80,515,655,505,"1,105",450,995,"1,190",430,"2,285",70,490,"1,540","1,335",585,790,570,670,"14,305",5910,8380,225,"2,180","2,425","1,400",825,"2,440","1,540","2,575",685,50,190,"14,525",9985,4550,855,800,1160,565,235,475,275,"18,885",110,550,"18,885",4475,"23,925",5,"4,893",4545,7440,8135,3840,0.1479623824,0.0888192268,0.4835945664,0.1199582027,0.1588296761,0.0315569488,0.189968652,0.3109717868,0.3400208986,0.1605015674,0.0678676163,0.0108923335,0.3958944282,0.4449099288,0.0289065773,0.0519480519,0.3295036765,0.4260110294,0,0.2440257353,0.1927752692,0.1295588746,0.1601250434,0.0305661688,0.6488364015,0.3860294118,0.3134191176,0.1332720588,0.1194852941,0.0477941176,0.0959247649,0.0689655172,0.1092998955,0.681922675,0.0196447231,0.2741901776,0.7015673981,0.1640625,0.2964154412,0.4103860294,0.1291360294,0.4604779412,0.0006990563,0.0013981125,0.0055924502,0.0360013981,0.0457881859,0.0353023418,0.0772457183,0.0314575323,0.0695560993,0.0831876966,0.0300594198,0.1597343586,0.0048933939,0.0342537574,0.1076546662,0.0933240126,0.040894792,0.0552254456,0.0398462076,0.0468367704,0.413142258,0.5858091576,0.0033425811,0,0.1500860585,0.1669535284,0.0963855422,0.0567986231,0.1679862306,0.1060240964,0.1772805508,0.0471600688,0.0034423408,0.013080895,0.0154905336,0.313253012,0.6874354561,0.0357366771,0.0484848485,0.0198537095,0.0114942529,0.7893416928,0.0045977011,0.0334378265,0.023615465,0.0098223615,0.7893416928,0.1870428422,0.0229885057,0.019
